,Sarcasmo,corrected,corrections,token_count,unique_token_count,nostop_count,sent_count,ner_count,comma,question,exclamation,quotation,organization,caps,person,location,money,time,date,percent,noun,adj,pron,verb,cconj,adv,det,propn,num,part,intj,exclamation_2,noun_2,sent_count_2,exclamation_x_noun,nostop_count_x_intj,noun_x_cconj,texto
102,0,¿Es un actor?,1,5,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,¿ser uno actor?
103,1,¡Duro con ellos! ¡Amor con compasión!,0,10,7,7,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,1,1,2,0,0,¡duro con el! ¡amor con compasion!
104,0,"Sé positivo, Stan. Chicos, abrácense, abrácense. ¿Bien, qué está ocurriendo aquí?",2,19,14,16,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,2,0,2,0,0,0,0,0,9,0,0,0,"se positivo, stan. chicos, abracense, abracense. ¿bien, que estar ocurrir aqui?"
105,0,¿De dónde te sacas las veinte copas?,0,9,9,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,¿de donde tu sacar el veinte copa?
106,0,No,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,no
107,0,¿Por qué iba a traer cerveza?,1,8,8,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,¿por que ir a traer cerveza?
108,0,Caracterizar este plan,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,caracterizar este plan
109,0,"Así, claro, como él exagera cada enfermedad que tiene",0,11,10,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,1,0,0,0,0,0,1,1,0,0,0,"asi, claro, como el exagera cada enfermedad que tener"
110,0,Lo hablaremos cuando crezcas,1,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,el hablar cuando crezca
111,0,Deberían a avergonzarse por la gente que explotan en nuestro país. ¿Cómo se atreven a aprovecharse de los menos afortunados?,1,23,22,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,4,0,1,3,0,0,0,0,0,4,4,0,0,0,deber a avergonzar el por el gente que explotar en nuestro pais. ¿como el atrevir a aprovechar el de el menos afortunado?
112,0,"Oh, parece que te divertiste mucho",0,7,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,3,0,"oh, parecer que tu divertistar mucho"
113,0,¿Eh?,1,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,¿eh?
114,0,"No, no, no, me jode",0,8,5,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,"no, no, no, yo jode"
115,0,Mira,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,mirar
116,0,"Archero, cierra el pico. Vas a ponerte bien",1,10,10,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,0,1,4,0,0,0,"archero, cerrar el pico. vas a ponerte bien"
117,0,Y no le hagas daño,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,y no el hagar daño
118,0,"Stan, Stan",0,3,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,"stan, stan"
119,0,"Oh, ah... Tres dólares",0,6,6,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,12,0,"oh , ah... tres dolares"
120,0,"Te iba a ofrecer una copa, pero solo tengo tequila y licor de café",0,15,15,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,2,1,1,0,0,0,0,0,16,1,0,0,8,"tu ir a ofrecer uno copa, pero solo tener tequila y licor de cafe"
121,0,Sí,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,si
122,0,Este juego es estúpido. No tengo ni idea de cómo salir al campo y ser amable con los del otro equipo,0,22,22,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1,2,3,0,0,0,0,0,16,4,0,0,4,este juego ser estupido. no tener ni idea de como salir al campo y ser amable con el del otro equipo
123,0,"No, a ellos les joden las mujeres asiáticas",0,9,9,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,"no, a el el jodir el mujer asiatico"
124,0,No,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,no
125,0,No entiendo cómo alguien puede jugar a esto con sinceridad,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,no entender como alguien poder jugar a este con sinceridad
126,0,Y yo no lo he visto ni hoy,0,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,y yo no el haber ver ni hoy
127,0,"Claro que lo vamos a hablar luego, te lo prometo",0,11,10,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,1,0,0,0,"claro que el ir a hablar luego, tu el prometer"
128,0,"En mi casa no, y por cierto. ¿Qué hacéis en ella? ¿Y quién es este?",2,21,19,11,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,1,1,1,0,0,0,0,1,9,0,0,2,"en mi casa no, y por cierto. ¿que haceis en el? ¿y quien ser este?"
129,0,"Pues, como la vuelvas a asustar, vas a ver cómo te disparan a ti",0,16,13,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,1,0,0,0,"pues, como el vuelva a asustar, va a ver como tu disparar a tu"
130,0,"Sí, pero no puedo ser el capitán. Soy malo en todo",0,13,13,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,0,0,0,0,0,1,4,0,0,1,"si, pero no poder ser el capitan. ser malo en todo"
131,0,Iba a decir excesivo,0,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,ir a decir excesivo
132,0,"Durante siglos, los alquimistas han intentado crear la fórmula para crear oro. Quien pudiera crearla se volvería rico. Y ahora esta ecuación química está frente a sus ojos",1,31,29,21,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,2,5,1,1,4,0,0,0,0,0,49,9,0,0,7,"durante siglo, el alquimista haber intentar crear el formula para crear oro. quien poder crear el el volver rico. y ahora este ecuacion quimico estar frente a su ojo"
133,0,¿Tenéis el disco?,0,5,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,¿teneis el disco?
134,0,"Sí, abuelo",0,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,"si, abuelo"
135,0,Qué tontería de conversación,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,que tonteria de conversacion
136,0,"Se lo diré de todas formas, lo estoy usando para colocar mi programa de espía ultramoderna en la sede de CIA para que la inteligencia paquistaní sepa todo lo que hacen en tiempo real",0,35,27,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,3,5,4,0,0,5,2,0,0,0,0,36,1,0,0,0,"el el decir de todo forma, el estar usar para colocar mi programa de espia ultramoderno en el sede de cia para que el inteligencia paquistani sepa todo el que hacer en tiempo real"
137,0,¿A mí o a él?,1,7,7,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,¿a yo o a el?
138,0,"Vale, haremos lo siguiente",1,5,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"vale, hacer el siguiente"
139,0,"Por su puesto, coronel Cal. Espere, Landó Cristiano",3,11,10,10,2,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3,0,0,0,0,4,4,0,0,0,"por su puesto, coronel cal. espere, lando cristiano"
140,0,"El entrenador Martín se acerca para decírselo, pero parece que Jackson cree que está en su auto regresando a casa. Mientras esperamos nos alegra poder recibir el comisionado de NFL, Roger Cooley. Comisionado, mucho abarató para conmociones este año en la NFL. ¿Cómo maneja la liga todo esto?",4,56,47,34,4,6,3,1,0,0,0,0,0,0,0,0,0,0,7,0,4,11,1,1,7,7,0,0,0,0,49,16,0,0,7,"el entrenador martin el acercar para decirselo, pero parecer que jackson creer que estar en su auto regresar a casa. mientras esperar yo alegrar poder recibir el comisionado de nfl, roger cooley. comisionado, mucho abaratar para conmocion este año en el nfl. ¿como manejar el liga todo este?"
141,1,"Sí, el otro equipo tenía una delantera tan ofensiva que me asustó mucho",0,14,14,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,3,3,0,0,0,0,0,4,1,0,0,0,"si, el otro equipo tener uno delantera tanto ofensivo que yo asustar mucho"
142,0,Buena suerte con las cartas sangrientas,0,6,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,buen suerte con el carta sangriento
143,0,"No, no podemos. Quiero saber por qué deseas que no sea madre",0,14,13,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,1,4,0,0,0,"no, no poder. querer saber por que desea que no ser madre"
144,0,"Claro, Eric",0,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"claro, eric"
145,0,"No se compra, hombre, sé",1,7,6,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,"no el comprar, hombre, saber"
146,0,Esta vez han podido con el pobre Landó. Estoy acabado,1,11,11,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,1,0,0,0,0,1,4,0,0,0,este vez haber poder con el pobre lando. estar acabar
147,0,¿Abuelo?,1,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,¿abuelo?
148,0,¡Eh! ¿Es mucho pedir durante la maldita jordana laboral dos sesiones de ochenta minutos sin interrupciones para cagar?,1,22,22,15,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,2,0,1,1,0,2,0,1,1,9,1,3,15,0,¡eh! ¿ser mucho pedir durante el maldito jordano laboral dos sesion de ochenta minuto sin interrupcion para cagar?
149,0,"Oye, niño, si tienes un problema con el sistema, estás en un lugar equivocado. Aquí solo fundimos lo que nos envían de los lugares de compra de oro",0,32,27,18,2,1,3,0,0,0,0,0,0,0,0,0,0,0,7,1,3,5,0,2,4,0,0,0,0,0,49,4,0,0,0,"oye, niño, si tener uno problema con el sistema, estar en uno lugar equivocado. aqui solo fundir el que yo envir de el lugar de compra de oro"
150,0,"No, es. Blindado",2,5,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,"no, ser. blindado"
151,0,Ya si estuviera,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ya si estar
152,0,Vale,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,vale
153,0,Y sigo sin ver por qué tengo yo que cargar del pibe,0,12,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,1,1,0,0,1,y seguir sin ver por que tener yo que cargar del pibe
154,0,"Lo sé, habría deseado que me hubiera regalado el dinero en vez de esta corbata",0,16,16,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,2,0,0,0,0,0,9,1,0,0,0,"el saber, haber desear que yo haber regalar el dinero en vez de este corbata"
155,0,"Pues, sácale los ojos, ¿vale?",0,9,8,8,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,"pues, sacalir el ojo, ¿valer?"
156,0,"Ojalá siguiera entre nosotros. Podría haber parado algunas balas. ¡Por Dios! En fin, van ocho incluidas la que está en mi hombro, así que",2,30,27,16,4,1,2,0,1,0,0,0,0,0,0,0,0,0,3,1,2,4,0,1,3,1,1,0,0,1,9,16,3,0,0,"ojala seguir entre yo. poder haber parar alguno bala. ¡por dios! en fin, ir ocho incluido el que estar en mi hombro, asi que"
157,0,Eso es porque es muy gruño y negativo para creerlo. Necesita una bebida deportiva que eleve sus niveles de humanidad y bondad,0,23,21,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,1,2,0,0,0,0,0,16,4,0,0,8,ese ser porque ser mucho gruño y negativo para creer el. necesitar uno bebida deportivo que elevar su nivel de humanidad y bondad
158,0,"Cago en la leche. Hay, pistola!",1,9,9,7,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,4,9,2,0,0,"cago en el leche. haber, pistola!"
159,0,"Bueno, Cuenta, ganas este salto",1,7,6,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,4,1,0,6,0,"bueno, cuenta, gana este salto"
160,0,Yo soy notaria,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,yo ser notaria
161,0,¿Por qué...? Da igual,1,7,7,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0,0,0,¿por que...? dar igual
162,1,"Oh, sí soy el que inventó el sarcasmo bol. No hay manera de que sepa cómo entrenarlos",1,19,17,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,1,2,0,0,0,2,0,9,4,0,18,0,"oh, si ser el que inventar el sarcasmo bol. no haber manera de que sepa como entrenarlo"
163,0,"¿Ves eso, Villi? Es una esmeralda en oro de catorce quilates. ¿Crees que le gustaría algo así a tu hermanita?",4,26,24,16,3,2,1,2,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,1,2,1,1,0,0,0,16,9,0,0,0,"¿ves ese, villi? ser uno esmeralda en oro de catorce quilate. ¿crees que el gustar algo asi a tu hermanita?"
164,0,Sí ya la tengo. ¡Qué bien!,1,9,9,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,1,0,4,0,5,0,si ya el tener. ¡que bien!
165,0,Esos tíos. ¡Qué imbéciles! ¿No?,2,10,10,10,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1,4,4,2,0,0,ese tio. ¡que imbecil! ¿no?
166,0,Parece que quiere ocultarlo,0,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,parecer que querer ocultar el
167,0,¿Es de Pakistán?,2,5,5,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,¿ser de pakistan?
168,0,Lo dije,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,el decir
169,0,No me jodas,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,no yo jodir
170,0,"Esta bolsa es de ropa, esa de pañales, en la nevera hay leche materna que excuso de ti",1,20,17,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,0,0,2,0,0,0,0,0,25,1,0,0,0,"este bolsa ser de ropa, ese de pañal, en el nevera haber leche materno que excuso de tu"
171,0,Mira,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,mirar
172,0,"Sí, sí, la mamá, no él jodía",0,10,8,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,2,0,1,1,0,12,0,"si, si, el mama, no el jodir"
173,0,"Y luego cuando intenten agradecernos por los clavos, les decoremos que no se agradezca porque hicimos lo correcto, y luego les sonreiremos",2,24,21,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,2,3,1,0,0,0,0,0,1,1,0,0,2,"y luego cuando intentar agradecerno por el clavo, el decoer que no el agradecer porque hacer el correcto, y luego el sonreier"
174,0,"Así es, quien lo rimó, nos timó",0,9,8,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,"asi es, quien el rimar, yo timar"
175,0,"¿Tiene idea de como se sentiría comenzar a perder sus recuerdos? No, porque ninguno de sus familiares está sufriendo de Alzheimer, pues yo sí",2,28,24,14,2,3,2,1,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,1,2,1,0,0,1,0,9,4,0,14,0,"¿tener idea de como el sentir comenzar a perder su recuerdo? no, porque ninguno de su familiar estar sufrir de alzheimer, pues yo si"
176,0,¿Qué? ¿Por qué?,2,7,5,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,¿que? ¿por que?
177,0,Desde luego estás conmocionado,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,desde luego estar conmocionado
178,0,"Oye, oye, venga, seguro que, esperad, que no has secuestrado al bebé. ¿Pero de verdad en la buena?",0,26,21,17,2,1,5,1,0,0,0,0,0,0,0,0,0,0,2,1,0,4,1,2,1,0,0,0,1,0,4,4,0,17,2,"oye, oye, venga, seguro que, esperad, que no haber secuestrar al bebe. ¿pero de verdad en el buen?"
179,0,"No señor Archero, ni hablar, no hasta que me lleve a la sede de ISIS para que pueda acceder al ordenador central",1,24,22,12,1,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,2,1,2,0,0,0,0,9,1,0,0,3,"no señor archero, ni hablar, no hasta que yo llevar a el sede de isis para que poder acceder al ordenador central"
180,0,"Para, estate quieto, para",1,6,5,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,"para, estate quieto, para"
181,0,Vamos a hablar de beber tres litros de mexicanos negros antes de conducir con tu hija y un actuante dentro,1,20,18,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,1,2,2,0,1,0,0,0,9,1,0,0,3,ir a hablar de beber tres litro de mexicano negro antes de conducir con tu hija y uno actuante dentro
182,0,"Detrás de la barra, deja de gritar",0,8,7,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,"detras de el barra, dejar de gritar"
183,0,"No, gracias, no debería",0,6,5,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,5,0,"no, gracias, no deber"
184,0,¿Y por qué tú y yo no nos liamos la última vez que trabajamos juntos?,1,17,17,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,2,2,1,1,0,0,0,0,0,1,1,0,0,2,¿y por que tu y yo no yo liar el ultimo vez que trabajar junto?
185,0,¡Sterling!,0,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,¡sterling!
186,0,Horario Kane,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,horario kane
187,0,"Y yo, pero alguien me traicionó, una aspirante cantante de Country mentirosa",0,14,13,9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,2,0,1,1,0,0,0,0,4,1,0,0,4,"y yo, pero alguien yo traicionar, uno aspirante cantante de country mentiros"
188,0,¿Su hija es tuya?,0,6,6,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,¿su hija ser tuyo?
189,0,"Es Sterling Archero, este es Barak Ascanio",4,8,8,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,"ser sterling archero, este ser barak ascanio"
190,0,En Canadá funciona,1,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,en canada funcionar
191,0,"En serio Brandy, creo que este deporte le hizo algo de daño a tu cerebro",1,16,16,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,2,1,0,0,0,0,16,1,0,0,0,"en serio brandy, creer que este deporte el hacer algo de daño a tu cerebro"
192,0,"Muy heroico, lo sé",1,5,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,4,0,0,0,"mucho heroico, el saber"
193,0,"¿Tú sabes cómo eres? Si es alguien de aquí, seré yo",1,14,14,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,4,0,0,0,"¿tu saber como er? si ser alguien de aqui, sere yo"
194,0,Y quítate ese chisme tan ridículo,0,6,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,y quitatar ese chisme tanto ridiculo
195,0,"En serio, bueno, como decía",0,7,6,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"en serio, bueno, como decir"
196,0,"No, esperad, el osito está por aquí, o estaba. Os juro que… ¿Osito?",2,20,18,13,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,1,0,0,0,2,0,1,4,0,26,1,"no, esperad , el osito estar por aqui, o estar. tu juro que… ¿osito?"
197,0,Como... No lo recuerdo,1,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,como... no el recordar
198,0,"Y cuando el otro equipo intenta acercarse, tendremos que hacer un esfuerzo, llegar a nuestro centro cremoso. Es el lugar que tenemos adentro en que se encuentra todo el amor y felicidad que debemos usar para ser los jugadores más amables y compasivos que el mundo haya visto. Y sabrán que no caemos tan fácilmente",2,59,47,28,3,1,2,0,0,0,0,0,0,0,0,0,0,0,8,3,4,11,4,5,9,0,0,0,0,0,64,9,0,0,32,"y cuando el otro equipo intentar acercar el, tener que hacer uno esfuerzo, llegar a nuestro centro cremoso. ser el lugar que tener adentro en que el encontrar todo el amor y felicidad que deber usar para ser el jugador mas amable y compasivo que el mundo haber ver. y saber que no caer tanto facilmente"
199,0,"¿Qué, qué? ¿Oh? ¡Oh! ¡Papá! Volvió a ocurrir. Volvió a salirse mi cremosidad",0,23,16,19,2,2,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,4,4,1,4,2,76,0,"¿que, que? ¿oh? ¡oh! ¡papa! volver a ocurrir. volver a salir el mi cremosidad"
200,0,"Vamos es que no va armado, es lo que quiero decir",0,12,10,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,"vamos ser que no ir armado, ser el que querer decir"
201,0,"Caballeros, creo que confunden mi hospitalidad con debilidad. El precio es el precio, si quieren negociar, pueden hacerlo con mis socios",0,25,21,14,2,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,4,1,0,0,0,0,25,4,0,0,0,"caballeros, creer que confundir mi hospitalidad con debilidad. el precio ser el precio, si querer negociar, poder hacer el con mi socio"
202,0,"Rieger, andábamos allí cuando fui a buscar hielo. Vamos al laboratorio de ese monstruo",2,16,16,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,1,1,0,0,0,0,9,16,0,0,0,"rieger, andabamos alli cuando ir a buscar hielo. ir al laboratorio de ese monstruo"
203,0,"¿Cutters, tu cremosidad funcionará en otra persona?",1,10,10,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,4,1,0,0,0,"¿cutters, tu cremosidad funcionar en otro persona?"
204,0,"Oro de catorce quilates, o sea catorce dólares al gramo en el mercado, tenemos unos cuatro gramos. Esto es una pérdida de tiempo. Puedo ofrecerte un burrito de seis capas por esto",3,36,31,19,3,1,2,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,1,0,4,1,4,0,0,0,81,9,0,0,9,"oro de catorce quilate, o ser catorce dolares al gramo en el mercado, tener uno cuatro gramo. este ser uno perdida de tiempo. poder ofrecertar uno burrito de seis capa por este"
205,1,Lucen bien muchachos. ¡A patear culos!,0,9,9,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,4,4,2,0,0,lucir bien muchacho. ¡a patear cu el!
206,0,"¿Y cuándo? ¿Por qué no quieres hablar de ello, Lana?",0,15,13,10,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,0,0,4,0,0,0,"¿y cuando? ¿por que no querer hablar de el, lana?"
207,0,¿Estáis jugando al Stripe póquer?,3,7,7,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,¿estais jugar al stripe poquer?
208,0,¡Eh!,0,3,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,¡eh!
209,0,Y por lo visto le va muy bien,0,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,y por el visto el ir mucho bien
210,0,"Un momento, ¿cuánto pagó por estas joyas?",1,10,10,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,4,4,0,0,0,"uno momento, ¿cuanto pagar por este joya?"
211,0,lo haber dicho antes,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,el haber decir antes
